,error,category
123,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8042 failed to start,0
124,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8043 failed to start,0
125,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8044 failed to start,0
126,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8045 failed to start,0
127,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8046 failed to start,0
128,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8047 failed to start,0
129,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8048 failed to start,0
130,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8049 failed to start,0
131,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8050 failed to start,0
132,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8051 failed to start,0
133,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8052 failed to start,0
134,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8053 failed to start,0
135,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8054 failed to start,0
136,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8055 failed to start,0
137,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8056 failed to start,0
138,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8057 failed to start,0
139,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8058 failed to start,0
140,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8059 failed to start,0
141,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8060 failed to start,0
142,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8061 failed to start,0
143,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8062 failed to start,0
144,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8063 failed to start,0
145,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8064 failed to start,0
146,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8065 failed to start,0
147,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8066 failed to start,0
148,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8067 failed to start,0
149,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8068 failed to start,0
150,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8069 failed to start,0
151,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8070 failed to start,0
152,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8071 failed to start,0
153,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8072 failed to start,0
154,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8073 failed to start,0
155,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8074 failed to start,0
156,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8075 failed to start,0
157,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8076 failed to start,0
158,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8077 failed to start,0
159,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8078 failed to start,0
160,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8079 failed to start,0
161,[ERROR] Failed to execute goal org.springframework.boot:spring-boot-maven-plugin:2.1.1.RELEASE:run (default-cli) on project boot-camp-delivery: An exception occurred while running. null: InvocationTargetException: Connector configured to listen on port 8080 failed to start,0
162,Error starting userland proxy: Bind for 0.0.0.0:5400 failed: port is already allocated,0
163,Error starting userland proxy: Bind for 0.0.0.0:5401 failed: port is already allocated,0
164,Error starting userland proxy: Bind for 0.0.0.0:5402 failed: port is already allocated,0
165,Error starting userland proxy: Bind for 0.0.0.0:5403 failed: port is already allocated,0
166,Error starting userland proxy: Bind for 0.0.0.0:5404 failed: port is already allocated,0
167,Error starting userland proxy: Bind for 0.0.0.0:5405 failed: port is already allocated,0
168,Error starting userland proxy: Bind for 0.0.0.0:5406 failed: port is already allocated,0
169,Error starting userland proxy: Bind for 0.0.0.0:5407 failed: port is already allocated,0
170,Error starting userland proxy: Bind for 0.0.0.0:5408 failed: port is already allocated,0
171,Error starting userland proxy: Bind for 0.0.0.0:5409 failed: port is already allocated,0
172,Error starting userland proxy: Bind for 0.0.0.0:5410 failed: port is already allocated,0
173,Error starting userland proxy: Bind for 0.0.0.0:5411 failed: port is already allocated,0
174,Error starting userland proxy: Bind for 0.0.0.0:5412 failed: port is already allocated,0
175,Error starting userland proxy: Bind for 0.0.0.0:5413 failed: port is already allocated,0
176,Error starting userland proxy: Bind for 0.0.0.0:5414 failed: port is already allocated,0
177,Error starting userland proxy: Bind for 0.0.0.0:5415 failed: port is already allocated,0
178,Error starting userland proxy: Bind for 0.0.0.0:5416 failed: port is already allocated,0
179,Error starting userland proxy: Bind for 0.0.0.0:5417 failed: port is already allocated,0
180,Error starting userland proxy: Bind for 0.0.0.0:5418 failed: port is already allocated,0
181,Error starting userland proxy: Bind for 0.0.0.0:5419 failed: port is already allocated,0
182,Error starting userland proxy: Bind for 0.0.0.0:5420 failed: port is already allocated,0
183,Error starting userland proxy: Bind for 0.0.0.0:5421 failed: port is already allocated,0
184,Error starting userland proxy: Bind for 0.0.0.0:5422 failed: port is already allocated,0
185,Error starting userland proxy: Bind for 0.0.0.0:5423 failed: port is already allocated,0
186,Error starting userland proxy: Bind for 0.0.0.0:5424 failed: port is already allocated,0
187,Error starting userland proxy: Bind for 0.0.0.0:5425 failed: port is already allocated,0
188,Error starting userland proxy: Bind for 0.0.0.0:5426 failed: port is already allocated,0
189,Error starting userland proxy: Bind for 0.0.0.0:5427 failed: port is already allocated,0
190,Error starting userland proxy: Bind for 0.0.0.0:5428 failed: port is already allocated,0
191,Error starting userland proxy: Bind for 0.0.0.0:5429 failed: port is already allocated,0
192,Error starting userland proxy: Bind for 0.0.0.0:5430 failed: port is already allocated,0
193,Error starting userland proxy: Bind for 0.0.0.0:5431 failed: port is already allocated,0
194,Error starting userland proxy: Bind for 0.0.0.0:5432 failed: port is already allocated,0
195,Error starting userland proxy: Bind for 0.0.0.0:5433 failed: port is already allocated,0
196,Error starting userland proxy: Bind for 0.0.0.0:5434 failed: port is already allocated,0
197,Error starting userland proxy: Bind for 0.0.0.0:5435 failed: port is already allocated,0
198,Error starting userland proxy: Bind for 0.0.0.0:5436 failed: port is already allocated,0
199,Error starting userland proxy: Bind for 0.0.0.0:5437 failed: port is already allocated,0
200,Error starting userland proxy: Bind for 0.0.0.0:5438 failed: port is already allocated,0
201,Error starting userland proxy: Bind for 0.0.0.0:5439 failed: port is already allocated,0
202,Error starting userland proxy: Bind for 0.0.0.0:5440 failed: port is already allocated,0
203,Error starting userland proxy: Bind for 0.0.0.0:5441 failed: port is already allocated,0
204,Error starting userland proxy: Bind for 0.0.0.0:5442 failed: port is already allocated,0
205,Error starting userland proxy: Bind for 0.0.0.0:5443 failed: port is already allocated,0
206,Error starting userland proxy: Bind for 0.0.0.0:5444 failed: port is already allocated,0
207,Error starting userland proxy: Bind for 0.0.0.0:5445 failed: port is already allocated,0
208,Error starting userland proxy: Bind for 0.0.0.0:5446 failed: port is already allocated,0
209,Error starting userland proxy: Bind for 0.0.0.0:5447 failed: port is already allocated,0
210,Error starting userland proxy: Bind for 0.0.0.0:5448 failed: port is already allocated,0
211,Error starting userland proxy: Bind for 0.0.0.0:5449 failed: port is already allocated,0
212,Error starting userland proxy: Bind for 0.0.0.0:5450 failed: port is already allocated,0
213,Error starting userland proxy: Bind for 0.0.0.0:5451 failed: port is already allocated,0
214,Error starting userland proxy: Bind for 0.0.0.0:5452 failed: port is already allocated,0
215,Error starting userland proxy: Bind for 0.0.0.0:5453 failed: port is already allocated,0
216,Error starting userland proxy: Bind for 0.0.0.0:5454 failed: port is already allocated,0
217,Error starting userland proxy: Bind for 0.0.0.0:5455 failed: port is already allocated,0
218,Error starting userland proxy: Bind for 0.0.0.0:5456 failed: port is already allocated,0
219,Error starting userland proxy: Bind for 0.0.0.0:5457 failed: port is already allocated,0
220,Error starting userland proxy: Bind for 0.0.0.0:5458 failed: port is already allocated,0
221,Error starting userland proxy: Bind for 0.0.0.0:5459 failed: port is already allocated,0
222,Error starting userland proxy: Bind for 0.0.0.0:5460 failed: port is already allocated,0
223,Error starting userland proxy: Bind for 0.0.0.0:5461 failed: port is already allocated,0
224,Error starting userland proxy: Bind for 0.0.0.0:5462 failed: port is already allocated,0
225,Error starting userland proxy: Bind for 0.0.0.0:5463 failed: port is already allocated,0
226,Error starting userland proxy: Bind for 0.0.0.0:5464 failed: port is already allocated,0
227,Error starting userland proxy: Bind for 0.0.0.0:5465 failed: port is already allocated,0
228,Error starting userland proxy: Bind for 0.0.0.0:5466 failed: port is already allocated,0
229,Error starting userland proxy: Bind for 0.0.0.0:5467 failed: port is already allocated,0
230,Error starting userland proxy: Bind for 0.0.0.0:5468 failed: port is already allocated,0
231,Error starting userland proxy: Bind for 0.0.0.0:5469 failed: port is already allocated,0
232,Error starting userland proxy: Bind for 0.0.0.0:5470 failed: port is already allocated,0
233,Error starting userland proxy: Bind for 0.0.0.0:5471 failed: port is already allocated,0
234,Error starting userland proxy: Bind for 0.0.0.0:5472 failed: port is already allocated,0
235,Error starting userland proxy: Bind for 0.0.0.0:5473 failed: port is already allocated,0
236,Error starting userland proxy: Bind for 0.0.0.0:5474 failed: port is already allocated,0
237,Error starting userland proxy: Bind for 0.0.0.0:5475 failed: port is already allocated,0
238,Error starting userland proxy: Bind for 0.0.0.0:5476 failed: port is already allocated,0
239,Error starting userland proxy: Bind for 0.0.0.0:5477 failed: port is already allocated,0
240,Error starting userland proxy: Bind for 0.0.0.0:5478 failed: port is already allocated,0
241,Error starting userland proxy: Bind for 0.0.0.0:5479 failed: port is already allocated,0
242,Error starting userland proxy: Bind for 0.0.0.0:5480 failed: port is already allocated,0
243,no route(unreachable),1
244,connection timed out,1
245,curl: connection refused,1
246,PullImage 'nginx:0.00' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.00 not found,1
247,PullImage 'apache:0.00' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.00 not found,1
248,PullImage 'wordpress:0.00' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.00 not found,1
249,PullImage 'nginx:0.01' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.01 not found,1
250,PullImage 'apache:0.01' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.01 not found,1
251,PullImage 'wordpress:0.01' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.01 not found,1
252,PullImage 'nginx:0.02' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.02 not found,1
253,PullImage 'apache:0.02' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.02 not found,1
254,PullImage 'wordpress:0.02' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.02 not found,1
255,PullImage 'nginx:0.03' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.03 not found,1
256,PullImage 'apache:0.03' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.03 not found,1
257,PullImage 'wordpress:0.03' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.03 not found,1
258,PullImage 'nginx:0.04' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.04 not found,1
259,PullImage 'apache:0.04' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.04 not found,1
260,PullImage 'wordpress:0.04' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.04 not found,1
261,PullImage 'nginx:0.05' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.05 not found,1
262,PullImage 'apache:0.05' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.05 not found,1
263,PullImage 'wordpress:0.05' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.05 not found,1
264,PullImage 'nginx:0.06' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.06 not found,1
265,PullImage 'apache:0.06' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.06 not found,1
266,PullImage 'wordpress:0.06' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.06 not found,1
267,PullImage 'nginx:0.07' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.07 not found,1
268,PullImage 'apache:0.07' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.07 not found,1
269,PullImage 'wordpress:0.07' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.07 not found,1
270,PullImage 'nginx:0.08' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.08 not found,1
271,PullImage 'apache:0.08' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.08 not found,1
272,PullImage 'wordpress:0.08' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.08 not found,1
273,PullImage 'nginx:0.09' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.09 not found,1
274,PullImage 'apache:0.09' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.09 not found,1
275,PullImage 'wordpress:0.09' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.09 not found,1
276,PullImage 'nginx:0.10' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.10 not found,1
277,PullImage 'apache:0.10' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.10 not found,1
278,PullImage 'wordpress:0.10' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.10 not found,1
279,PullImage 'nginx:0.11' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.11 not found,1
280,PullImage 'apache:0.11' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.11 not found,1
281,PullImage 'wordpress:0.11' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.11 not found,1
282,PullImage 'nginx:0.12' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.12 not found,1
283,PullImage 'apache:0.12' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.12 not found,1
284,PullImage 'wordpress:0.12' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.12 not found,1
285,PullImage 'nginx:0.13' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.13 not found,1
286,PullImage 'apache:0.13' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.13 not found,1
287,PullImage 'wordpress:0.13' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.13 not found,1
288,PullImage 'nginx:0.14' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.14 not found,1
289,PullImage 'apache:0.14' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.14 not found,1
290,PullImage 'wordpress:0.14' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.14 not found,1
291,PullImage 'nginx:0.15' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.15 not found,1
292,PullImage 'apache:0.15' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.15 not found,1
293,PullImage 'wordpress:0.15' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.15 not found,1
294,PullImage 'nginx:0.16' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.16 not found,1
295,PullImage 'apache:0.16' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.16 not found,1
296,PullImage 'wordpress:0.16' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.16 not found,1
297,PullImage 'nginx:0.17' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.17 not found,1
298,PullImage 'apache:0.17' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.17 not found,1
299,PullImage 'wordpress:0.17' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.17 not found,1
300,PullImage 'nginx:0.18' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.18 not found,1
301,PullImage 'apache:0.18' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.18 not found,1
302,PullImage 'wordpress:0.18' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.18 not found,1
303,PullImage 'nginx:0.19' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for nginx:0.19 not found,1
304,PullImage 'apache:0.19' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for apache:0.19 not found,1
305,PullImage 'wordpress:0.19' from image service failed: rpc error: code = Unknown desc = Error response from daemon: manifest for wordpress:0.19 not found,1
306,Error getting metrics from dnsmasq: read udp 111.0.0.1:53159->111.0.0.1:53: read: connection refused,2
307,Error getting metrics from dnsmasq: read udp 112.0.0.1:53159->112.0.0.1:53: read: connection refused,2
308,Error getting metrics from dnsmasq: read udp 113.0.0.1:53159->113.0.0.1:53: read: connection refused,2
309,Error getting metrics from dnsmasq: read udp 114.0.0.1:53159->114.0.0.1:53: read: connection refused,2
310,Error getting metrics from dnsmasq: read udp 115.0.0.1:53159->115.0.0.1:53: read: connection refused,2
311,Error getting metrics from dnsmasq: read udp 116.0.0.1:53159->116.0.0.1:53: read: connection refused,2
312,Error getting metrics from dnsmasq: read udp 117.0.0.1:53159->117.0.0.1:53: read: connection refused,2
313,Error getting metrics from dnsmasq: read udp 118.0.0.1:53159->118.0.0.1:53: read: connection refused,2
314,Error getting metrics from dnsmasq: read udp 119.0.0.1:53159->119.0.0.1:53: read: connection refused,2
315,Error getting metrics from dnsmasq: read udp 120.0.0.1:53159->120.0.0.1:53: read: connection refused,2
316,Error getting metrics from dnsmasq: read udp 121.0.0.1:53159->121.0.0.1:53: read: connection refused,2
317,Error getting metrics from dnsmasq: read udp 122.0.0.1:53159->122.0.0.1:53: read: connection refused,2
318,Error getting metrics from dnsmasq: read udp 123.0.0.1:53159->123.0.0.1:53: read: connection refused,2
319,Error getting metrics from dnsmasq: read udp 124.0.0.1:53159->124.0.0.1:53: read: connection refused,2
320,Error getting metrics from dnsmasq: read udp 125.0.0.1:53159->125.0.0.1:53: read: connection refused,2
321,Error getting metrics from dnsmasq: read udp 126.0.0.1:53159->126.0.0.1:53: read: connection refused,2
322,Error getting metrics from dnsmasq: read udp 127.0.0.1:53159->127.0.0.1:53: read: connection refused,2
323,Error getting metrics from dnsmasq: read udp 128.0.0.1:53159->128.0.0.1:53: read: connection refused,2
324,Error getting metrics from dnsmasq: read udp 129.0.0.1:53159->129.0.0.1:53: read: connection refused,2
325,Error getting metrics from dnsmasq: read udp 130.0.0.1:53159->130.0.0.1:53: read: connection refused,2
326,Error getting metrics from dnsmasq: read udp 131.0.0.1:53159->131.0.0.1:53: read: connection refused,2
327,Error getting metrics from dnsmasq: read udp 132.0.0.1:53159->132.0.0.1:53: read: connection refused,2
328,Error getting metrics from dnsmasq: read udp 133.0.0.1:53159->133.0.0.1:53: read: connection refused,2
329,Error getting metrics from dnsmasq: read udp 134.0.0.1:53159->134.0.0.1:53: read: connection refused,2
330,Error getting metrics from dnsmasq: read udp 135.0.0.1:53159->135.0.0.1:53: read: connection refused,2
331,Error getting metrics from dnsmasq: read udp 136.0.0.1:53159->136.0.0.1:53: read: connection refused,2
332,Error getting metrics from dnsmasq: read udp 137.0.0.1:53159->137.0.0.1:53: read: connection refused,2
333,Error getting metrics from dnsmasq: read udp 138.0.0.1:53159->138.0.0.1:53: read: connection refused,2
334,Error getting metrics from dnsmasq: read udp 139.0.0.1:53159->139.0.0.1:53: read: connection refused,2
335,Error getting metrics from dnsmasq: read udp 140.0.0.1:53159->140.0.0.1:53: read: connection refused,2
336,Error getting metrics from dnsmasq: read udp 141.0.0.1:53159->141.0.0.1:53: read: connection refused,2
337,Error getting metrics from dnsmasq: read udp 142.0.0.1:53159->142.0.0.1:53: read: connection refused,2
338,Error getting metrics from dnsmasq: read udp 143.0.0.1:53159->143.0.0.1:53: read: connection refused,2
339,Error getting metrics from dnsmasq: read udp 144.0.0.1:53159->144.0.0.1:53: read: connection refused,2
340,Error getting metrics from dnsmasq: read udp 145.0.0.1:53159->145.0.0.1:53: read: connection refused,2
341,Error getting metrics from dnsmasq: read udp 146.0.0.1:53159->146.0.0.1:53: read: connection refused,2
342,Error getting metrics from dnsmasq: read udp 147.0.0.1:53159->147.0.0.1:53: read: connection refused,2
343,Error getting metrics from dnsmasq: read udp 148.0.0.1:53159->148.0.0.1:53: read: connection refused,2
344,Error getting metrics from dnsmasq: read udp 149.0.0.1:53159->149.0.0.1:53: read: connection refused,2
345,Error getting metrics from dnsmasq: read udp 150.0.0.1:53159->150.0.0.1:53: read: connection refused,2
346,Error getting metrics from dnsmasq: read udp 151.0.0.1:53159->151.0.0.1:53: read: connection refused,2
347,Error getting metrics from dnsmasq: read udp 152.0.0.1:53159->152.0.0.1:53: read: connection refused,2
348,Error getting metrics from dnsmasq: read udp 153.0.0.1:53159->153.0.0.1:53: read: connection refused,2
349,Error getting metrics from dnsmasq: read udp 154.0.0.1:53159->154.0.0.1:53: read: connection refused,2
350,Error getting metrics from dnsmasq: read udp 155.0.0.1:53159->155.0.0.1:53: read: connection refused,2
351,Error getting metrics from dnsmasq: read udp 156.0.0.1:53159->156.0.0.1:53: read: connection refused,2
352,Error getting metrics from dnsmasq: read udp 157.0.0.1:53159->157.0.0.1:53: read: connection refused,2
353,Error getting metrics from dnsmasq: read udp 158.0.0.1:53159->158.0.0.1:53: read: connection refused,2
354,Error getting metrics from dnsmasq: read udp 159.0.0.1:53159->159.0.0.1:53: read: connection refused,2
355,Error getting metrics from dnsmasq: read udp 160.0.0.1:53159->160.0.0.1:53: read: connection refused,2
356,Error getting metrics from dnsmasq: read udp 161.0.0.1:53159->161.0.0.1:53: read: connection refused,2
357,Error getting metrics from dnsmasq: read udp 162.0.0.1:53159->162.0.0.1:53: read: connection refused,2
358,Error getting metrics from dnsmasq: read udp 163.0.0.1:53159->163.0.0.1:53: read: connection refused,2
359,Error getting metrics from dnsmasq: read udp 164.0.0.1:53159->164.0.0.1:53: read: connection refused,2
